Sample.ID	accession_number	sampling_date	Year	Month	dsday	experimental_purpose	latitude_north	longitude_east	site	origin	soil_groups	land_use	soil_texture	pH_dry_soil	EC_electric_conductivity	Total_C	Total_N	soil_biomass	available_P	nitrogen_mineralization_rates	soil_respiration_activity	soil_moisture_content	cation_exchange_capacity_CEC	crop	planting_density	rate_of_organic_fertilizer_application	rate_of_chemical_fertilizer_applicationN	rate_of_chemical_fertilizer_applicationP	rate_of_chemical_fertilizer_applicationK	former_crop	seeding_or_transplanting	seeding_or_transplanting_date	DSI	DiseasePlant	nematodae	yield	PlantWeight	leafWeight	seedWeight
S_01955	002433-1*	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.4	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01954	002434-1*	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01953	002435-1*	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	14.8	NA	NA	NA	NA	NA	NA
S_01968	002431-2_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.1	0.19	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	14.8	NA	NA	NA	NA	NA	NA
S_01967	002432-2_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.1	0.19	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01966	002433-2_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.1	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01965	002434-2_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01964	002435-2_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01963	002431-3_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01962	002432-3_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.3	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01961	002433-3_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.19	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01976	002434-3_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.19	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01975	002435-3_	2013/1/30	2013	1	30	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_01974	002446-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	7.4	NA	NA	NA	NA	NA	NA
S_01973	002447-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.38	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01972	002448-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.34	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01971	002449-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.32	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01970	002450-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.33	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	25.9	NA	NA	NA	NA	NA	NA
S_01969	002446-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.33	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	29.6	NA	NA	NA	NA	NA	NA
S_01984	002447-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.33	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	22.2	NA	NA	NA	NA	NA	NA
S_01983	002448-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.32	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	22.2	NA	NA	NA	NA	NA	NA
S_01982	002449-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.3	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	25.9	NA	NA	NA	NA	NA	NA
S_01981	002450-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	25.9	NA	NA	NA	NA	NA	NA
S_01980	002446-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.3	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	40.7	NA	NA	NA	NA	NA	NA
S_01979	002447-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	11.1	NA	NA	NA	NA	NA	NA
S_01978	002448-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.3	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	14.8	NA	NA	NA	NA	NA	NA
S_01977	002449-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.25	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01992	002450-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.26	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	11.1	NA	NA	NA	NA	NA	NA
S_01991	002461-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.5	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	33.3	NA	NA	NA	NA	NA	NA
S_01990	002462-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.5	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	7.4	NA	NA	NA	NA	NA	NA
S_01989	002463-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.3	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	7.4	NA	NA	NA	NA	NA	NA
S_01988	002464-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.3	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	7.4	NA	NA	NA	NA	NA	NA
S_01987	002465-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	15.8	NA	NA	NA	NA	NA	NA
S_01986	002461-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	25.9	NA	NA	NA	NA	NA	NA
S_01985	002462-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	7.4	NA	NA	NA	NA	NA	NA
S_02000	002463-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.3	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01999	002464-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.29	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	22.2	NA	NA	NA	NA	NA	NA
S_01998	002465-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.29	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01997	002461-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.29	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01996	002462-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.29	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	7.4	NA	NA	NA	NA	NA	NA
S_01995	002463-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.29	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01994	002464-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	18.5	NA	NA	NA	NA	NA	NA
S_01993	002465-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	25.9	NA	NA	NA	NA	NA	NA
S_02008	002476-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.7	0.28	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	33.3	NA	NA	NA	NA	NA	NA
S_02007	002477-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.1	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	3.7	NA	NA	NA	NA	NA	NA
S_02006	002478-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02005	002479-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.2	0.22	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02004	002480-1*	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6.3	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	14.8	NA	NA	NA	NA	NA	NA
S_02003	002476-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.21	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	14.8	NA	NA	NA	NA	NA	NA
S_02002	002477-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02001	002478-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.21	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02016	002479-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.21	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02015	002480-2_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.8	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02014	002476-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.2	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02013	002477-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	6	0.19	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02012	002478-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.21	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02011	002479-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.21	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02010	002480-3_	2013/6/12	2013	6	12	Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot	34.55.08	134.53.42	NA	non-rhizosphere	Yellow_soils	paddy_	LiC	5.6	0.21	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/2/6	0	NA	NA	NA	NA	NA	NA
S_02009	001899-2_	2013/10/9	2013	10	9	Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field	36.05.04	139.38.24	Rokumanbu_kuki-city__	non-rhizosphere	Yellow_soils	paddy_	LiC	5.9	0.22	NA	NA	NA	NA	NA	NA	NA	NA	Tomato	3.9	NA	10	6.3	8.8	Tomato	transplanting	2013/7/24	7.4	NA	NA	NA	NA	NA	NA
S_02030	3002-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.29.26	134.52.23	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	7.61	0.204	1.626	0.166	NA	141	NA	NA	15.1	NA	Tomato	NA	0.2	19.2	19.2	20.8	Tomato	transplanting	2011/7/	NA	71	NA	NA	NA	NA	NA
S_02029	3003-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.29.22	134.52.12	NA	non-rhizosphere	Grey_Lowland_soils	upland	L	7.26	0.375	4.641	0.395	NA	491	NA	NA	22.6	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/7/	NA	0	NA	NA	NA	NA	NA
S_02028	3004-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.29.25	134.52.15	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	6.31	0.373	3.838	0.341	NA	486	NA	NA	10.6	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/10/	NA	22	NA	NA	NA	NA	NA
S_02027	3006-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.29.34	134.52.09	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	6.88	1.161	3.901	0.433	NA	536	NA	NA	13.7	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/7/	NA	NA	NA	NA	NA	NA	NA
S_02026	3007-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.28.18	134.52.18	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	6.94	0.576	3.764	0.36	NA	491	NA	NA	15.5	NA	Tomato	NA	0.1	19.2	19.2	20.8	Tomato	transplanting	2011/6/	NA	0	NA	NA	NA	NA	NA
S_02025	3008-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.26.24	134.51.47	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	5.85	1.901	6.893	0.672	NA	481	NA	NA	21.5	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/7/	NA	0	NA	NA	NA	NA	NA
S_02040	3009-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.29.35	134.51.52	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	7.23	0.438	1.658	0.143	NA	522	NA	NA	14	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/10/	NA	26	NA	NA	NA	NA	NA
S_02039	3010-0*	2011/6/15	2011	6	15	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.29.44	134.51.47	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	6.46	0.339	1.926	0.156	NA	442	NA	NA	10.7	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/10/	NA	NA	NA	NA	NA	NA	NA
S_02038	3011-0*	2011/6/21	2011	6	21	"Relationship_betweenthe_soil_microorganisms_(microbial_diversity,_pathogen)_and_severity_of_tomato_bacterial_wilt"	34.55.08	134.53.43	NA	non-rhizosphere	Grey_Lowland_soils	upland	SL	6.63	0.563	1.795	0.16	NA	366	NA	NA	9.3	NA	Tomato	NA	NA	19.2	19.2	20.8	Tomato	transplanting	2011/7/	NA	NA	NA	NA	NA	NA	NA
